timestamp,eda_level_real
2025-01-25T00:59:00.000+07:00,2.98
2025-01-25T01:00:00.000+07:00,2.97
2025-01-25T01:01:00.000+07:00,2.94
2025-01-25T01:02:00.000+07:00,2.93
2025-01-25T01:03:00.000+07:00,2.95
2025-01-25T01:04:00.000+07:00,3.0
2025-01-25T01:05:00.000+07:00,3.05
2025-01-25T01:06:00.000+07:00,3.1
2025-01-25T01:07:00.000+07:00,3.15
2025-01-25T01:08:00.000+07:00,3.19
2025-01-25T01:09:00.000+07:00,3.21
2025-01-25T01:10:00.000+07:00,3.23
2025-01-25T01:11:00.000+07:00,3.25
2025-01-25T01:12:00.000+07:00,3.28
2025-01-25T01:13:00.000+07:00,3.31
2025-01-25T01:14:00.000+07:00,3.3
2025-01-25T01:15:00.000+07:00,3.22
2025-01-25T01:16:00.000+07:00,3.12
2025-01-25T01:17:00.000+07:00,3.04
2025-01-25T01:18:00.000+07:00,3.01
2025-01-25T01:19:00.000+07:00,3.01
2025-01-25T01:20:00.000+07:00,3.04
2025-01-25T01:21:00.000+07:00,3.1
2025-01-25T01:22:00.000+07:00,3.16
2025-01-25T01:23:00.000+07:00,3.2
2025-01-25T01:24:00.000+07:00,3.21
2025-01-25T01:25:00.000+07:00,3.21
2025-01-25T01:26:00.000+07:00,3.22
2025-01-25T01:27:00.000+07:00,3.22
2025-01-25T01:28:00.000+07:00,3.16
2025-01-25T01:29:00.000+07:00,3.09
2025-01-25T01:30:00.000+07:00,3.05
2025-01-25T01:31:00.000+07:00,3.05
2025-01-25T01:32:00.000+07:00,3.06
2025-01-25T01:33:00.000+07:00,3.07
2025-01-25T01:34:00.000+07:00,3.07
2025-01-25T01:35:00.000+07:00,3.06
2025-01-25T01:36:00.000+07:00,2.99
2025-01-25T01:37:00.000+07:00,2.91
2025-01-25T01:38:00.000+07:00,2.9
2025-01-25T01:39:00.000+07:00,2.97
2025-01-25T01:40:00.000+07:00,3.03
2025-01-25T01:41:00.000+07:00,3.07
2025-01-25T01:42:00.000+07:00,3.09
2025-01-25T01:43:00.000+07:00,3.08
2025-01-25T01:44:00.000+07:00,2.97
2025-01-25T01:45:00.000+07:00,2.62
2025-01-25T01:46:00.000+07:00,2.23
2025-01-25T01:47:00.000+07:00,2.1
2025-01-25T01:48:00.000+07:00,2.12
2025-01-25T01:49:00.000+07:00,2.19
2025-01-25T01:50:00.000+07:00,2.28
2025-01-25T01:51:00.000+07:00,2.36
2025-01-25T01:52:00.000+07:00,2.41
2025-01-25T01:53:00.000+07:00,2.42
2025-01-25T01:54:00.000+07:00,2.43
2025-01-25T01:55:00.000+07:00,2.43
2025-01-25T01:56:00.000+07:00,2.43
2025-01-25T01:57:00.000+07:00,2.45
2025-01-25T01:58:00.000+07:00,2.49
2025-01-25T01:59:00.000+07:00,2.55
2025-01-25T02:00:00.000+07:00,2.63
2025-01-25T02:01:00.000+07:00,2.72
2025-01-25T02:02:00.000+07:00,2.79
2025-01-25T02:03:00.000+07:00,2.82
2025-01-25T02:04:00.000+07:00,2.81
2025-01-25T02:05:00.000+07:00,2.75
2025-01-25T02:06:00.000+07:00,2.67
2025-01-25T02:07:00.000+07:00,2.65
2025-01-25T02:08:00.000+07:00,2.69
2025-01-25T02:09:00.000+07:00,2.77
2025-01-25T02:10:00.000+07:00,2.84
2025-01-25T02:11:00.000+07:00,2.87
2025-01-25T02:12:00.000+07:00,2.86
2025-01-25T02:13:00.000+07:00,2.85
2025-01-25T02:14:00.000+07:00,2.81
2025-01-25T02:15:00.000+07:00,2.7
2025-01-25T02:16:00.000+07:00,2.64
2025-01-25T02:17:00.000+07:00,2.63
2025-01-25T02:18:00.000+07:00,2.63
2025-01-25T02:19:00.000+07:00,2.65
2025-01-25T02:20:00.000+07:00,2.68
2025-01-25T02:21:00.000+07:00,2.68
2025-01-25T02:22:00.000+07:00,2.67
2025-01-25T02:23:00.000+07:00,2.68
2025-01-25T02:24:00.000+07:00,2.71
2025-01-25T02:25:00.000+07:00,2.75
2025-01-25T02:26:00.000+07:00,2.78
2025-01-25T02:27:00.000+07:00,2.79
2025-01-25T02:28:00.000+07:00,2.78
2025-01-25T02:29:00.000+07:00,2.71
2025-01-25T02:30:00.000+07:00,2.58
2025-01-25T02:31:00.000+07:00,2.53
2025-01-25T02:32:00.000+07:00,2.55
2025-01-25T02:33:00.000+07:00,2.62
2025-01-25T02:34:00.000+07:00,2.74
2025-01-25T02:35:00.000+07:00,2.82
2025-01-25T02:36:00.000+07:00,2.87
2025-01-25T02:37:00.000+07:00,2.91
2025-01-25T02:38:00.000+07:00,2.95
2025-01-25T02:39:00.000+07:00,2.98
2025-01-25T02:40:00.000+07:00,3.01
2025-01-25T02:41:00.000+07:00,3.06
2025-01-25T02:42:00.000+07:00,3.1
2025-01-25T02:43:00.000+07:00,3.12
2025-01-25T02:44:00.000+07:00,3.12
2025-01-25T02:45:00.000+07:00,3.06
2025-01-25T02:46:00.000+07:00,2.95
2025-01-25T02:47:00.000+07:00,2.89
2025-01-25T02:48:00.000+07:00,2.89
2025-01-25T02:49:00.000+07:00,2.9
2025-01-25T02:50:00.000+07:00,2.9
2025-01-25T02:51:00.000+07:00,2.9
2025-01-25T02:52:00.000+07:00,2.91
2025-01-25T02:53:00.000+07:00,2.93
2025-01-25T02:54:00.000+07:00,2.97
2025-01-25T02:55:00.000+07:00,3.03
2025-01-25T02:56:00.000+07:00,3.09
2025-01-25T02:57:00.000+07:00,3.13
2025-01-25T02:58:00.000+07:00,3.15
2025-01-25T02:59:00.000+07:00,3.18
2025-01-25T03:00:00.000+07:00,3.2
2025-01-25T03:01:00.000+07:00,3.19
2025-01-25T03:02:00.000+07:00,3.18
2025-01-25T03:03:00.000+07:00,3.18
2025-01-25T03:04:00.000+07:00,3.19
2025-01-25T03:05:00.000+07:00,3.2
2025-01-25T03:06:00.000+07:00,3.22
2025-01-25T03:07:00.000+07:00,3.24
2025-01-25T03:08:00.000+07:00,3.23
2025-01-25T03:09:00.000+07:00,3.18
2025-01-25T03:10:00.000+07:00,3.13
2025-01-25T03:11:00.000+07:00,3.09
2025-01-25T03:12:00.000+07:00,3.08
2025-01-25T03:13:00.000+07:00,3.11
2025-01-25T03:14:00.000+07:00,3.13
2025-01-25T03:15:00.000+07:00,3.12
2025-01-25T03:16:00.000+07:00,3.11
2025-01-25T03:17:00.000+07:00,3.1
2025-01-25T03:18:00.000+07:00,3.09
2025-01-25T03:19:00.000+07:00,3.12
2025-01-25T03:20:00.000+07:00,3.16
2025-01-25T03:21:00.000+07:00,3.21
2025-01-25T03:22:00.000+07:00,3.24
2025-01-25T03:23:00.000+07:00,3.26
2025-01-25T03:24:00.000+07:00,3.26
2025-01-25T03:25:00.000+07:00,3.23
2025-01-25T03:26:00.000+07:00,3.17
2025-01-25T03:27:00.000+07:00,3.11
2025-01-25T03:28:00.000+07:00,3.09
2025-01-25T03:29:00.000+07:00,3.11
2025-01-25T03:30:00.000+07:00,3.14
2025-01-25T03:31:00.000+07:00,3.17
2025-01-25T03:32:00.000+07:00,3.19
2025-01-25T03:33:00.000+07:00,3.18
2025-01-25T03:34:00.000+07:00,3.17
2025-01-25T03:35:00.000+07:00,3.16
2025-01-25T03:36:00.000+07:00,3.15
2025-01-25T03:37:00.000+07:00,3.15
2025-01-25T03:38:00.000+07:00,3.15
2025-01-25T03:39:00.000+07:00,3.15
2025-01-25T03:40:00.000+07:00,3.15
2025-01-25T03:41:00.000+07:00,3.15
2025-01-25T03:42:00.000+07:00,3.14
2025-01-25T03:43:00.000+07:00,3.14
2025-01-25T03:44:00.000+07:00,3.16
2025-01-25T03:45:00.000+07:00,3.15
2025-01-25T03:46:00.000+07:00,3.13
2025-01-25T03:47:00.000+07:00,3.14
2025-01-25T03:48:00.000+07:00,3.14
2025-01-25T03:49:00.000+07:00,3.05
2025-01-25T03:50:00.000+07:00,2.99
2025-01-25T03:51:00.000+07:00,3.0
2025-01-25T03:52:00.000+07:00,3.01
2025-01-25T03:53:00.000+07:00,3.04
2025-01-25T03:54:00.000+07:00,3.12
2025-01-25T03:55:00.000+07:00,3.19
2025-01-25T03:56:00.000+07:00,3.21
2025-01-25T03:57:00.000+07:00,3.19
2025-01-25T03:58:00.000+07:00,3.16
2025-01-25T03:59:00.000+07:00,3.16
2025-01-25T04:00:00.000+07:00,3.16
2025-01-25T04:01:00.000+07:00,3.18
2025-01-25T04:02:00.000+07:00,3.2
2025-01-25T04:03:00.000+07:00,3.23
2025-01-25T04:04:00.000+07:00,3.24
2025-01-25T04:05:00.000+07:00,3.23
2025-01-25T04:06:00.000+07:00,3.17
2025-01-25T04:07:00.000+07:00,3.0
2025-01-25T04:08:00.000+07:00,2.87
2025-01-25T04:09:00.000+07:00,2.85
2025-01-25T04:10:00.000+07:00,2.93
2025-01-25T04:11:00.000+07:00,3.05
2025-01-25T04:12:00.000+07:00,3.16
2025-01-25T04:13:00.000+07:00,3.22
2025-01-25T04:14:00.000+07:00,3.25
2025-01-25T04:15:00.000+07:00,3.26
2025-01-25T04:16:00.000+07:00,3.27
2025-01-25T04:17:00.000+07:00,3.28
2025-01-25T04:18:00.000+07:00,3.28
2025-01-25T04:19:00.000+07:00,3.28
2025-01-25T04:20:00.000+07:00,3.26
2025-01-25T04:21:00.000+07:00,3.23
2025-01-25T04:22:00.000+07:00,3.19
2025-01-25T04:23:00.000+07:00,3.12
2025-01-25T04:24:00.000+07:00,3.07
2025-01-25T04:25:00.000+07:00,3.04
2025-01-25T04:26:00.000+07:00,3.04
2025-01-25T04:27:00.000+07:00,3.08
2025-01-25T04:28:00.000+07:00,3.12
2025-01-25T04:29:00.000+07:00,3.15
2025-01-25T04:30:00.000+07:00,3.17
2025-01-25T04:31:00.000+07:00,3.19
2025-01-25T04:32:00.000+07:00,3.21
2025-01-25T04:33:00.000+07:00,3.22
2025-01-25T04:34:00.000+07:00,3.19
2025-01-25T04:35:00.000+07:00,3.13
2025-01-25T04:36:00.000+07:00,3.05
2025-01-25T04:37:00.000+07:00,2.98
2025-01-25T04:38:00.000+07:00,2.94
2025-01-25T04:39:00.000+07:00,2.94
2025-01-25T04:40:00.000+07:00,2.96
2025-01-25T04:41:00.000+07:00,3.01
2025-01-25T04:42:00.000+07:00,3.08
2025-01-25T04:43:00.000+07:00,3.13
2025-01-25T04:44:00.000+07:00,3.15
2025-01-25T04:45:00.000+07:00,3.15
2025-01-25T04:46:00.000+07:00,3.14
2025-01-25T04:47:00.000+07:00,2.97
2025-01-25T04:48:00.000+07:00,2.69
2025-01-25T04:49:00.000+07:00,2.57
2025-01-25T04:50:00.000+07:00,2.56
2025-01-25T04:51:00.000+07:00,2.56
2025-01-25T04:52:00.000+07:00,2.59
2025-01-25T04:53:00.000+07:00,2.67
2025-01-25T04:54:00.000+07:00,2.77
2025-01-25T04:55:00.000+07:00,2.84
2025-01-25T04:56:00.000+07:00,2.91
2025-01-25T04:57:00.000+07:00,2.98
2025-01-25T04:58:00.000+07:00,3.02
2025-01-25T04:59:00.000+07:00,3.0
2025-01-25T05:00:00.000+07:00,2.95
2025-01-25T05:01:00.000+07:00,2.94
2025-01-25T05:02:00.000+07:00,2.93
2025-01-25T05:03:00.000+07:00,2.92
2025-01-25T05:04:00.000+07:00,2.94
2025-01-25T05:05:00.000+07:00,2.96
2025-01-25T05:06:00.000+07:00,2.96
2025-01-25T05:07:00.000+07:00,2.95
2025-01-25T05:08:00.000+07:00,2.95
2025-01-25T05:09:00.000+07:00,2.91
2025-01-25T05:10:00.000+07:00,2.79
2025-01-25T05:11:00.000+07:00,2.66
2025-01-25T05:12:00.000+07:00,2.6
2025-01-25T05:13:00.000+07:00,2.56
2025-01-25T05:14:00.000+07:00,2.52
2025-01-25T05:15:00.000+07:00,2.51
2025-01-25T05:16:00.000+07:00,2.51
2025-01-25T05:17:00.000+07:00,2.5
2025-01-25T05:18:00.000+07:00,2.49
2025-01-25T05:19:00.000+07:00,2.51
2025-01-25T05:20:00.000+07:00,2.57
2025-01-25T05:21:00.000+07:00,2.66
2025-01-25T05:22:00.000+07:00,2.76
2025-01-25T05:23:00.000+07:00,2.8
2025-01-25T05:24:00.000+07:00,2.82
2025-01-25T05:25:00.000+07:00,2.83
2025-01-25T05:26:00.000+07:00,2.84
2025-01-25T05:27:00.000+07:00,2.88
2025-01-25T05:28:00.000+07:00,2.96
2025-01-25T05:29:00.000+07:00,3.02
2025-01-25T05:30:00.000+07:00,3.08
2025-01-25T05:31:00.000+07:00,3.13
2025-01-25T05:32:00.000+07:00,3.16
2025-01-25T05:33:00.000+07:00,3.17
2025-01-25T05:34:00.000+07:00,3.16
2025-01-25T05:35:00.000+07:00,3.12
2025-01-25T05:36:00.000+07:00,3.04
2025-01-25T05:37:00.000+07:00,3.0
2025-01-25T05:38:00.000+07:00,2.97
2025-01-25T05:39:00.000+07:00,2.88
2025-01-25T05:40:00.000+07:00,2.79
2025-01-25T05:41:00.000+07:00,2.75
2025-01-25T05:42:00.000+07:00,2.74
2025-01-25T05:43:00.000+07:00,2.75
2025-01-25T05:44:00.000+07:00,2.87
2025-01-25T05:45:00.000+07:00,2.98
2025-01-25T05:46:00.000+07:00,3.0
2025-01-25T05:47:00.000+07:00,2.93
2025-01-25T05:48:00.000+07:00,2.83
2025-01-25T05:49:00.000+07:00,2.76
2025-01-25T05:50:00.000+07:00,2.7
2025-01-25T05:51:00.000+07:00,2.67
2025-01-25T05:52:00.000+07:00,2.67
2025-01-25T05:53:00.000+07:00,2.69
2025-01-25T05:54:00.000+07:00,2.72
2025-01-25T05:55:00.000+07:00,3.16
2025-01-25T05:56:00.000+07:00,5.26
2025-01-25T05:57:00.000+07:00,7.41
2025-01-25T05:58:00.000+07:00,7.98
2025-01-25T05:59:00.000+07:00,7.99
2025-01-25T06:00:00.000+07:00,7.83
2025-01-25T06:01:00.000+07:00,7.62
2025-01-25T06:02:00.000+07:00,7.48
2025-01-25T06:03:00.000+07:00,7.34
2025-01-25T06:04:00.000+07:00,7.19
2025-01-25T06:05:00.000+07:00,7.06
2025-01-25T06:06:00.000+07:00,6.93
2025-01-25T06:07:00.000+07:00,6.76
2025-01-25T06:08:00.000+07:00,6.54
2025-01-25T06:09:00.000+07:00,6.24
2025-01-25T06:10:00.000+07:00,5.96
2025-01-25T06:11:00.000+07:00,5.57
2025-01-25T06:12:00.000+07:00,5.11
2025-01-25T06:13:00.000+07:00,4.93
2025-01-25T06:14:00.000+07:00,4.93
2025-01-25T06:15:00.000+07:00,4.94
2025-01-25T06:16:00.000+07:00,4.94
2025-01-25T06:17:00.000+07:00,4.94
2025-01-25T06:18:00.000+07:00,4.9
2025-01-25T06:19:00.000+07:00,4.86
2025-01-25T06:20:00.000+07:00,4.83
2025-01-25T06:21:00.000+07:00,4.81
2025-01-25T06:22:00.000+07:00,4.8
2025-01-25T06:23:00.000+07:00,4.76
2025-01-25T06:24:00.000+07:00,4.67
2025-01-25T06:25:00.000+07:00,4.51
2025-01-25T06:26:00.000+07:00,4.28
2025-01-25T06:27:00.000+07:00,4.08
2025-01-25T06:28:00.000+07:00,3.97
2025-01-25T06:29:00.000+07:00,3.95
2025-01-25T06:30:00.000+07:00,3.93
2025-01-25T06:31:00.000+07:00,3.95
2025-01-25T06:32:00.000+07:00,3.97
2025-01-25T06:33:00.000+07:00,3.96
2025-01-25T06:34:00.000+07:00,3.92
2025-01-25T06:35:00.000+07:00,3.93
2025-01-25T06:36:00.000+07:00,3.96
2025-01-25T06:37:00.000+07:00,3.98
2025-01-25T06:38:00.000+07:00,4.0
2025-01-25T06:39:00.000+07:00,4.01
2025-01-25T06:40:00.000+07:00,4.01
2025-01-25T06:41:00.000+07:00,4.02
2025-01-25T06:42:00.000+07:00,4.04
2025-01-25T06:43:00.000+07:00,4.07
2025-01-25T06:44:00.000+07:00,4.12
2025-01-25T06:45:00.000+07:00,4.14
2025-01-25T06:46:00.000+07:00,4.14
2025-01-25T06:47:00.000+07:00,4.08
2025-01-25T06:48:00.000+07:00,3.96
2025-01-25T06:49:00.000+07:00,3.86
2025-01-25T06:50:00.000+07:00,3.8
2025-01-25T06:51:00.000+07:00,3.76
2025-01-25T06:52:00.000+07:00,3.71
2025-01-25T06:53:00.000+07:00,3.69
2025-01-25T06:54:00.000+07:00,3.67
2025-01-25T06:55:00.000+07:00,3.65
2025-01-25T06:56:00.000+07:00,3.63
2025-01-25T06:57:00.000+07:00,3.65
2025-01-25T06:58:00.000+07:00,3.7
2025-01-25T06:59:00.000+07:00,3.74
2025-01-25T07:00:00.000+07:00,3.77
2025-01-25T07:01:00.000+07:00,3.76
2025-01-25T07:02:00.000+07:00,3.72
2025-01-25T07:03:00.000+07:00,3.61
2025-01-25T07:04:00.000+07:00,3.48
2025-01-25T07:05:00.000+07:00,3.32
2025-01-25T07:06:00.000+07:00,3.2
2025-01-25T07:07:00.000+07:00,3.17
2025-01-25T07:08:00.000+07:00,3.19
2025-01-25T07:09:00.000+07:00,3.23
2025-01-25T07:10:00.000+07:00,3.26
2025-01-25T07:11:00.000+07:00,3.29
2025-01-25T07:12:00.000+07:00,3.29
2025-01-25T07:13:00.000+07:00,3.26
2025-01-25T07:14:00.000+07:00,3.25
2025-01-25T07:15:00.000+07:00,3.24
2025-01-25T07:16:00.000+07:00,3.23
2025-01-25T07:17:00.000+07:00,3.2
2025-01-25T07:18:00.000+07:00,3.15
2025-01-25T07:19:00.000+07:00,3.12
2025-01-25T07:20:00.000+07:00,3.09
2025-01-25T07:21:00.000+07:00,3.06
2025-01-25T07:22:00.000+07:00,3.04
2025-01-25T07:23:00.000+07:00,3.03
2025-01-25T07:24:00.000+07:00,3.05
2025-01-25T07:25:00.000+07:00,3.07
2025-01-25T07:26:00.000+07:00,3.07
2025-01-25T07:27:00.000+07:00,3.06
2025-01-25T07:28:00.000+07:00,3.04
2025-01-25T07:29:00.000+07:00,3.01
2025-01-25T07:30:00.000+07:00,3.03
2025-01-25T07:31:00.000+07:00,3.08
2025-01-25T07:32:00.000+07:00,3.14
2025-01-25T07:33:00.000+07:00,3.18
2025-01-25T07:34:00.000+07:00,3.18
2025-01-25T07:35:00.000+07:00,3.18
2025-01-25T07:36:00.000+07:00,3.17
2025-01-25T07:37:00.000+07:00,3.16
2025-01-25T07:38:00.000+07:00,3.17
2025-01-25T07:39:00.000+07:00,3.18
2025-01-25T07:40:00.000+07:00,3.68
2025-01-25T07:41:00.000+07:00,5.91
2025-01-25T07:42:00.000+07:00,7.76
2025-01-25T07:43:00.000+07:00,8.07
2025-01-25T07:44:00.000+07:00,8.02
2025-01-25T07:45:00.000+07:00,7.9
2025-01-25T07:46:00.000+07:00,7.73
2025-01-25T07:47:00.000+07:00,7.48
2025-01-25T07:48:00.000+07:00,7.12
2025-01-25T07:49:00.000+07:00,6.71
2025-01-25T07:50:00.000+07:00,6.35
2025-01-25T07:51:00.000+07:00,6.22
2025-01-25T07:52:00.000+07:00,6.2
2025-01-25T07:53:00.000+07:00,6.22
2025-01-25T07:54:00.000+07:00,6.22
2025-01-25T07:55:00.000+07:00,6.18
2025-01-25T07:56:00.000+07:00,6.1
2025-01-25T07:57:00.000+07:00,6.03
2025-01-25T07:58:00.000+07:00,5.95
2025-01-25T07:59:00.000+07:00,5.79
2025-01-25T08:00:00.000+07:00,5.44
2025-01-25T08:01:00.000+07:00,5.13
2025-01-25T08:02:00.000+07:00,5.02
2025-01-25T08:03:00.000+07:00,4.98
2025-01-25T08:04:00.000+07:00,4.96
2025-01-25T08:05:00.000+07:00,4.94
2025-01-25T08:06:00.000+07:00,4.93
2025-01-25T08:07:00.000+07:00,4.91
2025-01-25T08:08:00.000+07:00,4.86
2025-01-25T08:09:00.000+07:00,4.78
2025-01-25T08:10:00.000+07:00,4.72
2025-01-25T08:11:00.000+07:00,4.7
2025-01-25T08:12:00.000+07:00,4.67
2025-01-25T08:13:00.000+07:00,4.63
2025-01-25T08:14:00.000+07:00,4.59
2025-01-25T08:15:00.000+07:00,4.55
2025-01-25T08:16:00.000+07:00,4.51
2025-01-25T08:17:00.000+07:00,4.5
2025-01-25T08:18:00.000+07:00,4.48
2025-01-25T08:19:00.000+07:00,4.4
2025-01-25T08:20:00.000+07:00,4.26
2025-01-25T08:21:00.000+07:00,4.21
2025-01-25T08:22:00.000+07:00,4.18
2025-01-25T08:23:00.000+07:00,4.16
2025-01-25T08:24:00.000+07:00,4.18
2025-01-25T08:25:00.000+07:00,4.22
2025-01-25T08:26:00.000+07:00,4.25
2025-01-25T08:27:00.000+07:00,4.28
2025-01-25T08:28:00.000+07:00,4.29
2025-01-25T08:29:00.000+07:00,4.19
2025-01-25T08:30:00.000+07:00,3.88
2025-01-25T08:31:00.000+07:00,3.63
2025-01-25T08:32:00.000+07:00,3.59
2025-01-25T08:33:00.000+07:00,3.72
2025-01-25T08:34:00.000+07:00,3.93
2025-01-25T08:35:00.000+07:00,4.02
2025-01-25T08:36:00.000+07:00,4.02
2025-01-25T08:37:00.000+07:00,4.0
2025-01-25T08:38:00.000+07:00,3.97
2025-01-25T08:39:00.000+07:00,3.97
2025-01-25T08:40:00.000+07:00,3.99
2025-01-25T08:41:00.000+07:00,4.02
2025-01-25T08:42:00.000+07:00,4.05
2025-01-25T08:43:00.000+07:00,4.04
2025-01-25T08:44:00.000+07:00,4.01
2025-01-25T08:45:00.000+07:00,3.87
2025-01-25T08:46:00.000+07:00,3.6
2025-01-25T08:47:00.000+07:00,3.43
2025-01-25T08:48:00.000+07:00,3.43
2025-01-25T08:49:00.000+07:00,3.41
2025-01-25T08:50:00.000+07:00,3.37
2025-01-25T08:51:00.000+07:00,3.36
2025-01-25T08:52:00.000+07:00,3.33
2025-01-25T08:53:00.000+07:00,3.29
2025-01-25T08:54:00.000+07:00,3.23
2025-01-25T08:55:00.000+07:00,3.17
2025-01-25T08:56:00.000+07:00,3.09
2025-01-25T08:57:00.000+07:00,3.03
2025-01-25T08:58:00.000+07:00,3.01
2025-01-25T08:59:00.000+07:00,3.03
2025-01-25T09:00:00.000+07:00,3.1
2025-01-25T09:01:00.000+07:00,3.15
2025-01-25T09:02:00.000+07:00,3.14
2025-01-25T09:03:00.000+07:00,3.07
2025-01-25T09:04:00.000+07:00,3.01
2025-01-25T09:05:00.000+07:00,2.99
2025-01-25T09:06:00.000+07:00,3.0
2025-01-25T09:07:00.000+07:00,3.06
2025-01-25T09:08:00.000+07:00,3.13
2025-01-25T09:09:00.000+07:00,3.17
2025-01-25T09:10:00.000+07:00,3.19
2025-01-25T09:11:00.000+07:00,3.19
2025-01-25T09:12:00.000+07:00,3.17
2025-01-25T09:13:00.000+07:00,3.16
2025-01-25T09:14:00.000+07:00,3.18
2025-01-25T09:15:00.000+07:00,3.2
2025-01-25T09:16:00.000+07:00,3.22
2025-01-25T09:17:00.000+07:00,3.25
2025-01-25T09:18:00.000+07:00,3.3
2025-01-25T09:19:00.000+07:00,3.32
2025-01-25T09:20:00.000+07:00,3.33
2025-01-25T09:21:00.000+07:00,3.33
2025-01-25T09:22:00.000+07:00,3.35
2025-01-25T09:23:00.000+07:00,3.38
2025-01-25T09:24:00.000+07:00,3.38
2025-01-25T09:25:00.000+07:00,3.4
2025-01-25T09:26:00.000+07:00,3.44
2025-01-25T09:27:00.000+07:00,3.46
2025-01-25T09:28:00.000+07:00,3.47
2025-01-25T09:29:00.000+07:00,3.48
2025-01-25T09:30:00.000+07:00,3.5
2025-01-25T09:31:00.000+07:00,3.51
2025-01-25T09:32:00.000+07:00,3.51
2025-01-25T09:33:00.000+07:00,3.5
2025-01-25T09:34:00.000+07:00,3.49
2025-01-25T09:35:00.000+07:00,3.49
2025-01-25T09:36:00.000+07:00,3.49
2025-01-25T09:37:00.000+07:00,3.46
2025-01-25T09:38:00.000+07:00,3.45
2025-01-25T09:39:00.000+07:00,3.46
2025-01-25T09:40:00.000+07:00,3.46
2025-01-25T09:41:00.000+07:00,3.46
2025-01-25T09:42:00.000+07:00,3.48
2025-01-25T09:43:00.000+07:00,3.51
2025-01-25T09:44:00.000+07:00,3.53
2025-01-25T09:45:00.000+07:00,3.52
2025-01-25T09:46:00.000+07:00,3.5
2025-01-25T09:47:00.000+07:00,3.48
2025-01-25T09:48:00.000+07:00,3.47
2025-01-25T09:49:00.000+07:00,3.46
2025-01-25T09:50:00.000+07:00,3.47
2025-01-25T09:51:00.000+07:00,3.47
2025-01-25T09:52:00.000+07:00,3.48
2025-01-25T09:53:00.000+07:00,3.49
2025-01-25T09:54:00.000+07:00,3.5
2025-01-25T09:55:00.000+07:00,3.5
2025-01-25T09:56:00.000+07:00,3.52
2025-01-25T09:57:00.000+07:00,3.56
2025-01-25T09:58:00.000+07:00,3.5
2025-01-25T09:59:00.000+07:00,3.31
2025-01-25T10:00:00.000+07:00,3.15
2025-01-25T10:01:00.000+07:00,3.06
2025-01-25T10:02:00.000+07:00,3.02
2025-01-25T10:03:00.000+07:00,3.01
2025-01-25T10:04:00.000+07:00,3.02
2025-01-25T10:05:00.000+07:00,3.02
2025-01-25T10:06:00.000+07:00,3.05
2025-01-25T10:07:00.000+07:00,3.07
2025-01-25T10:08:00.000+07:00,3.07
2025-01-25T10:09:00.000+07:00,3.07
2025-01-25T10:10:00.000+07:00,3.07
2025-01-25T10:11:00.000+07:00,3.08
2025-01-25T10:12:00.000+07:00,3.1
2025-01-25T10:13:00.000+07:00,3.14
2025-01-25T10:14:00.000+07:00,3.17
2025-01-25T10:15:00.000+07:00,3.19
2025-01-25T10:16:00.000+07:00,3.19
2025-01-25T10:17:00.000+07:00,3.2
2025-01-25T10:18:00.000+07:00,3.21
2025-01-25T10:19:00.000+07:00,3.22
2025-01-25T10:20:00.000+07:00,3.23
2025-01-25T10:21:00.000+07:00,3.24
2025-01-25T10:22:00.000+07:00,3.24
2025-01-25T10:23:00.000+07:00,3.24
2025-01-25T10:24:00.000+07:00,3.23
2025-01-25T10:25:00.000+07:00,3.2
2025-01-25T10:26:00.000+07:00,3.12
2025-01-25T10:27:00.000+07:00,2.91
2025-01-25T10:28:00.000+07:00,2.64
2025-01-25T10:29:00.000+07:00,2.49
2025-01-25T10:30:00.000+07:00,2.47
2025-01-25T10:31:00.000+07:00,2.52
2025-01-25T10:32:00.000+07:00,2.6
2025-01-25T10:33:00.000+07:00,2.73
2025-01-25T10:34:00.000+07:00,2.84
2025-01-25T10:35:00.000+07:00,2.89
2025-01-25T10:36:00.000+07:00,2.93
2025-01-25T10:37:00.000+07:00,2.96
2025-01-25T10:38:00.000+07:00,2.95
2025-01-25T10:39:00.000+07:00,2.99
2025-01-25T10:40:00.000+07:00,3.07
2025-01-25T10:41:00.000+07:00,3.13
2025-01-25T10:42:00.000+07:00,3.18
2025-01-25T10:43:00.000+07:00,3.26
2025-01-25T10:44:00.000+07:00,3.34
2025-01-25T11:03:00.000+07:00,3.09
2025-01-25T11:04:00.000+07:00,3.07
2025-01-25T11:05:00.000+07:00,3.05
2025-01-25T11:06:00.000+07:00,3.03
2025-01-25T11:07:00.000+07:00,3.04
2025-01-25T11:08:00.000+07:00,3.1
2025-01-25T11:09:00.000+07:00,3.17
2025-01-25T11:10:00.000+07:00,3.2
2025-01-25T11:11:00.000+07:00,3.21
2025-01-25T11:12:00.000+07:00,3.22
2025-01-25T11:13:00.000+07:00,3.21
2025-01-25T11:14:00.000+07:00,3.2
2025-01-25T16:50:00.000+07:00,6.77
2025-01-25T16:51:00.000+07:00,6.74
2025-01-25T16:52:00.000+07:00,6.61
2025-01-25T16:53:00.000+07:00,6.69
2025-01-25T16:54:00.000+07:00,6.89
2025-01-25T16:58:00.000+07:00,9.14
2025-01-25T16:59:00.000+07:00,11.0
2025-01-25T17:00:00.000+07:00,11.79
2025-01-25T17:01:00.000+07:00,12.04
2025-01-25T17:02:00.000+07:00,11.54
