timestamp,steps,distance millimeters,altitude gain millimeters
2023-07-18T07:02:14Z,2,0,0
2023-07-18T07:02:15Z,2,1480,0
2023-07-18T07:02:16Z,1,2820,0
2023-07-18T07:02:17Z,2,1390,0
2023-07-18T07:02:18Z,1,1400,0
2023-07-18T07:02:19Z,2,680,0
2023-07-18T07:02:20Z,0,660,0
2023-07-18T07:02:21Z,1,0,0
2023-07-18T07:02:22Z,2,0,0
2023-07-18T07:02:23Z,0,660,0
2023-07-18T07:02:24Z,2,1210,0
2023-07-18T07:02:25Z,0,1200,-304
2023-07-18T07:02:26Z,2,0,0
2023-07-18T07:02:27Z,2,1200,0
2023-07-18T07:02:28Z,1,1230,0
2023-07-18T07:02:29Z,2,660,0
2023-07-18T07:02:30Z,1,1330,0
2023-07-18T07:02:31Z,2,2030,-304
2023-07-18T07:02:32Z,2,0,0
2023-07-18T07:02:33Z,2,1330,0
2023-07-18T07:02:34Z,2,1560,0
2023-07-18T07:02:35Z,2,1630,0
2023-07-18T07:02:36Z,1,1640,0
2023-07-18T07:02:37Z,2,810,0
2023-07-18T07:02:38Z,2,1370,0
2023-07-18T07:02:39Z,3,2130,0
2023-07-18T07:02:40Z,2,1620,0
2023-07-18T07:02:41Z,1,1690,0
2023-07-18T07:02:42Z,2,1590,0
2023-07-18T07:02:43Z,2,0,0
2023-07-18T07:02:44Z,2,1450,0
2023-07-18T07:02:45Z,2,1410,0
2023-07-18T07:02:46Z,2,3060,0
2023-07-18T07:02:47Z,2,1610,0
2023-07-18T07:02:48Z,2,0,0
2023-07-18T07:02:49Z,2,3180,0
2023-07-18T07:02:50Z,3,2480,0
2023-07-18T07:02:51Z,3,1980,0
2023-07-18T07:02:52Z,2,4100,0
2023-07-18T07:02:53Z,3,1040,0
2023-07-18T07:02:54Z,3,3160,0
2023-07-18T07:02:55Z,3,3210,0
2023-07-18T07:02:56Z,3,3210,0
2023-07-18T07:02:57Z,2,3290,0
2023-07-18T07:02:58Z,3,3260,0
2023-07-18T07:02:59Z,3,2200,0
2023-07-18T07:03:00Z,3,3290,0
2023-07-18T07:03:01Z,3,3310,0
2023-07-18T07:03:02Z,2,3330,0
2023-07-18T07:03:03Z,3,3310,0
2023-07-18T07:03:04Z,3,3230,0
2023-07-18T07:03:05Z,3,3310,0
2023-07-18T07:03:06Z,3,3290,0
2023-07-18T07:03:07Z,3,3270,0
2023-07-18T07:03:08Z,2,3350,0
2023-07-18T07:03:09Z,3,2200,0
2023-07-18T07:03:10Z,3,2240,0
2023-07-18T07:03:11Z,3,3330,0
2023-07-18T07:03:12Z,3,3350,0
2023-07-18T07:03:13Z,3,3310,0
2023-07-18T07:03:14Z,2,2180,0
2023-07-18T07:03:15Z,3,3270,0
2023-07-18T07:03:16Z,3,3240,0
2023-07-18T07:03:17Z,3,3240,0
2023-07-18T07:03:18Z,3,3260,0
2023-07-18T07:03:19Z,2,3240,0
2023-07-18T07:03:20Z,3,3290,0
2023-07-18T07:03:21Z,3,3240,0
2023-07-18T07:03:22Z,3,3310,0
2023-07-18T07:03:23Z,3,3310,0
2023-07-18T07:03:24Z,2,2200,0
2023-07-18T07:03:25Z,3,4440,0
2023-07-18T07:03:26Z,3,1110,0
2023-07-18T07:03:27Z,3,3350,0
2023-07-18T07:03:28Z,3,3270,0
2023-07-18T07:03:29Z,3,3330,0
2023-07-18T07:03:30Z,2,3310,0
2023-07-18T07:03:31Z,3,3330,0
2023-07-18T07:03:32Z,3,3310,0
2023-07-18T07:03:33Z,3,3330,0
2023-07-18T07:03:34Z,3,2240,0
2023-07-18T07:03:35Z,3,3310,0
2023-07-18T07:03:36Z,3,3290,0
2023-07-18T07:03:37Z,2,3370,0
2023-07-18T07:03:38Z,3,3370,0
2023-07-18T07:03:39Z,3,3390,0
2023-07-18T07:03:40Z,3,3350,0
2023-07-18T07:03:41Z,3,3310,0
2023-07-18T07:03:42Z,3,3310,0
2023-07-18T07:03:43Z,2,1090,0
2023-07-18T07:03:44Z,3,3270,0
2023-07-18T07:03:45Z,3,3350,0
2023-07-18T07:03:46Z,3,3350,0
2023-07-18T07:03:47Z,3,3330,0
2023-07-18T07:03:48Z,3,3370,0
2023-07-18T07:03:49Z,3,3390,0
2023-07-18T07:03:50Z,2,3310,0
2023-07-18T07:03:51Z,3,3350,0
2023-07-18T07:03:52Z,3,2200,0
2023-07-18T07:03:53Z,3,4440,0
2023-07-18T07:03:54Z,3,3230,0
2023-07-18T07:03:55Z,3,3350,0
2023-07-18T07:03:56Z,2,2240,0
2023-07-18T07:03:57Z,3,3310,0
2023-07-18T07:03:58Z,3,3330,0
2023-07-18T07:03:59Z,3,3370,0
2023-07-18T07:04:00Z,3,2220,0
2023-07-18T07:04:01Z,3,3310,0
2023-07-18T07:04:02Z,2,2220,0
2023-07-18T07:04:03Z,3,3330,0
2023-07-18T07:04:04Z,3,3310,0
2023-07-18T07:04:05Z,3,3390,0
2023-07-18T07:04:06Z,3,3350,0
2023-07-18T07:04:07Z,3,3290,0
2023-07-18T07:04:08Z,3,3390,0
2023-07-18T07:04:09Z,2,3290,0
2023-07-18T07:04:10Z,3,3310,0
2023-07-18T07:04:11Z,3,3390,0
2023-07-18T07:04:12Z,3,3370,0
2023-07-18T07:04:13Z,3,3350,0
2023-07-18T07:04:14Z,3,3350,0
2023-07-18T07:04:15Z,3,3370,0
2023-07-18T07:04:16Z,2,3350,0
2023-07-18T07:04:17Z,3,1130,0
2023-07-18T07:04:18Z,3,3370,0
2023-07-18T07:04:19Z,3,3330,0
2023-07-18T07:04:20Z,3,3330,0
2023-07-18T07:04:21Z,3,3350,0
2023-07-18T07:04:22Z,3,3370,0
2023-07-18T07:04:23Z,2,3350,0
2023-07-18T07:04:24Z,3,3350,0
2023-07-18T07:04:25Z,3,3390,0
2023-07-18T07:04:26Z,3,3350,0
2023-07-18T07:04:27Z,3,3370,0
2023-07-18T07:04:28Z,3,3430,0
2023-07-18T07:04:29Z,3,3430,0
2023-07-18T07:04:30Z,3,3390,0
2023-07-18T07:04:31Z,3,3280,0
2023-07-18T07:04:32Z,2,2240,0
2023-07-18T07:04:33Z,3,2270,0
2023-07-18T07:04:34Z,3,3450,0
2023-07-18T07:04:35Z,3,3430,0
2023-07-18T07:04:36Z,3,3330,0
2023-07-18T07:04:37Z,3,3350,0
2023-07-18T07:04:38Z,3,3310,0
2023-07-18T07:04:39Z,2,3370,0
2023-07-18T07:04:40Z,3,3370,0
2023-07-18T07:04:41Z,3,3350,0
2023-07-18T07:04:42Z,3,3350,0
2023-07-18T07:04:43Z,3,3370,0
2023-07-18T07:04:44Z,3,3410,0
2023-07-18T07:04:45Z,3,3390,0
2023-07-18T07:04:46Z,3,2300,0
2023-07-18T07:04:47Z,2,3390,0
2023-07-18T07:04:48Z,3,3350,0
2023-07-18T07:04:49Z,3,3370,0
2023-07-18T07:04:50Z,3,3370,0
2023-07-18T07:04:51Z,3,2220,0
2023-07-18T07:04:52Z,3,3390,0
2023-07-18T07:04:53Z,3,3390,0
2023-07-18T07:04:54Z,3,3370,0
2023-07-18T07:04:55Z,2,3350,0
2023-07-18T07:04:56Z,3,3310,0
2023-07-18T07:04:57Z,3,2220,0
2023-07-18T07:04:58Z,3,4500,0
2023-07-18T07:04:59Z,3,2220,0
2023-07-18T07:05:00Z,3,3350,0
2023-07-18T07:05:01Z,3,3390,0
2023-07-18T07:05:02Z,2,3410,0
2023-07-18T07:05:03Z,3,3310,0
2023-07-18T07:05:04Z,3,3390,0
2023-07-18T07:05:05Z,3,3390,0
2023-07-18T07:05:06Z,3,3390,0
2023-07-18T07:05:07Z,3,2260,0
2023-07-18T07:05:08Z,3,3390,0
2023-07-18T07:05:09Z,3,3370,0
2023-07-18T07:05:10Z,3,3410,0
2023-07-18T07:05:11Z,2,3460,0
2023-07-18T07:05:12Z,3,3430,0
2023-07-18T07:05:13Z,3,2260,0
2023-07-18T07:05:14Z,3,3370,0
2023-07-18T07:05:15Z,3,3390,0
2023-07-18T07:05:16Z,3,3390,0
2023-07-18T07:05:17Z,3,3350,0
2023-07-18T07:05:18Z,3,3390,0
2023-07-18T07:05:19Z,2,3370,0
2023-07-18T07:05:20Z,3,3330,0
2023-07-18T07:05:21Z,3,3330,0
2023-07-18T07:05:22Z,3,3370,0
2023-07-18T07:05:23Z,3,3350,0
2023-07-18T07:05:24Z,3,2260,0
2023-07-18T07:05:25Z,3,3370,0
2023-07-18T07:05:26Z,3,3390,0
2023-07-18T07:05:27Z,2,2240,0
2023-07-18T07:05:28Z,3,3350,0
2023-07-18T07:05:29Z,3,3350,0
2023-07-18T07:05:30Z,3,3350,0
2023-07-18T07:05:31Z,3,3370,0
2023-07-18T07:05:32Z,3,3390,0
2023-07-18T07:05:33Z,3,3390,0
2023-07-18T07:05:34Z,2,3350,0
2023-07-18T07:05:35Z,3,1110,0
2023-07-18T07:05:36Z,3,5530,0
2023-07-18T07:05:37Z,3,3350,0
2023-07-18T07:05:38Z,3,3370,0
2023-07-18T07:05:39Z,3,2240,0
2023-07-18T07:05:40Z,3,3370,0
2023-07-18T07:05:41Z,2,3350,0
2023-07-18T07:05:42Z,3,2220,0
2023-07-18T07:05:43Z,3,3270,0
2023-07-18T07:05:44Z,3,3290,0
2023-07-18T07:05:45Z,3,3350,0
2023-07-18T07:05:46Z,2,3350,0
2023-07-18T07:05:47Z,3,3370,0
2023-07-18T07:05:48Z,3,2200,0
2023-07-18T07:05:49Z,3,3330,0
2023-07-18T07:05:50Z,3,3310,0
2023-07-18T07:05:51Z,3,3330,0
2023-07-18T07:05:52Z,3,3350,0
2023-07-18T07:05:53Z,2,3350,0
2023-07-18T07:05:54Z,3,3350,0
2023-07-18T07:05:55Z,3,3240,0
2023-07-18T07:05:56Z,3,3310,0
2023-07-18T07:05:57Z,3,3390,0
2023-07-18T07:05:58Z,3,3390,0
2023-07-18T07:05:59Z,3,1150,0
2023-07-18T07:06:00Z,2,3410,0
2023-07-18T07:06:01Z,3,3350,0
2023-07-18T07:06:02Z,3,4500,0
2023-07-18T07:06:03Z,3,3250,0
2023-07-18T07:06:04Z,3,3320,0
2023-07-18T07:06:05Z,3,3440,0
2023-07-18T07:06:06Z,3,2310,0
2023-07-18T07:06:07Z,2,3330,0
2023-07-18T07:06:08Z,3,3350,0
2023-07-18T07:06:09Z,3,3310,0
2023-07-18T07:06:10Z,3,2220,0
2023-07-18T07:06:11Z,3,3370,0
2023-07-18T07:06:12Z,3,3390,0
2023-07-18T07:06:13Z,3,3370,0
2023-07-18T07:06:14Z,3,3330,0
2023-07-18T07:06:15Z,2,3390,0
2023-07-18T07:06:16Z,3,3330,0
2023-07-18T07:06:17Z,3,3350,0
2023-07-18T07:06:18Z,3,3350,0
2023-07-18T07:06:19Z,3,2280,0
2023-07-18T07:06:20Z,3,3390,0
2023-07-18T07:06:21Z,2,3310,0
2023-07-18T07:06:22Z,3,3330,0
2023-07-18T07:06:23Z,3,3330,0
2023-07-18T07:06:24Z,3,3350,0
2023-07-18T07:06:25Z,3,3440,0
2023-07-18T07:06:26Z,3,3440,0
2023-07-18T07:06:27Z,3,2240,0
2023-07-18T07:06:28Z,3,3330,0
2023-07-18T07:06:29Z,3,3430,0
2023-07-18T07:06:30Z,2,3430,0
2023-07-18T07:06:31Z,3,3370,0
2023-07-18T07:06:32Z,3,2220,0
2023-07-18T07:06:33Z,3,3290,0
2023-07-18T07:06:34Z,3,3270,0
2023-07-18T07:06:35Z,3,3330,0
2023-07-18T07:06:36Z,3,3370,0
2023-07-18T07:06:37Z,2,3330,0
2023-07-18T07:06:38Z,3,3330,0
2023-07-18T07:06:39Z,3,3370,0
2023-07-18T07:06:40Z,3,3330,0
2023-07-18T07:06:41Z,3,3450,0
2023-07-18T07:06:42Z,3,3460,0
2023-07-18T07:06:43Z,3,3430,0
2023-07-18T07:06:44Z,3,2280,0
2023-07-18T07:06:45Z,3,2300,0
2023-07-18T07:06:46Z,2,3450,0
2023-07-18T07:06:47Z,3,3410,0
2023-07-18T07:06:48Z,3,3410,0
2023-07-18T07:06:49Z,3,3330,0
2023-07-18T07:06:50Z,3,3410,0
2023-07-18T07:06:51Z,3,3410,0
2023-07-18T07:06:52Z,3,3410,0
2023-07-18T07:06:53Z,3,3450,0
2023-07-18T07:06:54Z,2,3370,0
2023-07-18T07:06:55Z,3,3310,0
2023-07-18T07:06:56Z,3,3370,0
2023-07-18T07:06:57Z,3,3410,0
2023-07-18T07:06:58Z,3,3350,0
2023-07-18T07:06:59Z,3,3450,0
2023-07-18T07:07:00Z,3,1130,0
2023-07-18T07:07:01Z,3,3330,0
2023-07-18T07:07:02Z,3,3350,0
2023-07-18T07:07:03Z,2,3390,0
2023-07-18T07:07:04Z,3,3410,0
2023-07-18T07:07:05Z,3,3390,0
2023-07-18T07:07:06Z,3,4520,0
2023-07-18T07:07:07Z,3,3350,0
2023-07-18T07:07:08Z,3,2240,0
2023-07-18T07:07:09Z,3,3280,0
2023-07-18T07:07:10Z,2,3370,0
2023-07-18T07:07:11Z,3,3370,0
2023-07-18T07:07:12Z,3,3330,0
2023-07-18T07:07:13Z,3,2220,0
2023-07-18T07:07:14Z,3,3330,0
2023-07-18T07:07:15Z,3,3330,0
2023-07-18T07:07:16Z,2,3370,0
2023-07-18T07:07:17Z,3,3310,0
2023-07-18T07:07:18Z,3,3370,0
2023-07-18T07:07:19Z,3,3350,0
2023-07-18T07:07:20Z,3,3330,0
2023-07-18T07:07:21Z,3,3350,0
2023-07-18T07:07:22Z,3,3290,0
2023-07-18T07:07:23Z,2,3370,0
2023-07-18T07:07:24Z,3,3370,0
2023-07-18T07:07:25Z,3,1110,0
2023-07-18T07:07:26Z,3,3390,0
2023-07-18T07:07:27Z,3,3430,0
2023-07-18T07:07:28Z,3,3370,0
2023-07-18T07:07:29Z,3,3390,0
2023-07-18T07:07:30Z,2,3350,0
2023-07-18T07:07:31Z,3,3240,0
2023-07-18T07:07:32Z,3,3360,0
2023-07-18T07:07:33Z,3,3370,0
2023-07-18T07:07:34Z,3,2240,0
2023-07-18T07:07:35Z,3,3290,0
2023-07-18T07:07:36Z,3,3350,0
2023-07-18T07:07:37Z,3,3330,0
2023-07-18T07:07:38Z,2,3430,0
2023-07-18T07:07:39Z,3,3410,0
2023-07-18T07:07:40Z,3,3360,0
2023-07-18T07:07:41Z,2,3290,0
2023-07-18T07:07:42Z,1,1190,0
2023-07-18T07:07:43Z,2,0,0
2023-07-18T07:07:44Z,2,1340,0
2023-07-18T07:07:45Z,2,1280,0
2023-07-18T07:07:46Z,2,1630,304
2023-07-18T07:07:47Z,0,2390,0
2023-07-18T07:07:50Z,0,0,0
