timestamp,level
2024-12-02T11:50:00Z,SEDENTARY
2024-12-02T11:51:00Z,SEDENTARY
2024-12-02T11:52:00Z,SEDENTARY
2024-12-02T11:53:00Z,SEDENTARY
2024-12-02T11:54:00Z,SEDENTARY
2024-12-02T11:55:00Z,SEDENTARY
2024-12-02T11:56:00Z,SEDENTARY
2024-12-02T11:57:00Z,SEDENTARY
2024-12-02T11:58:00Z,SEDENTARY
2024-12-02T11:59:00Z,SEDENTARY
2024-12-02T12:00:00Z,SEDENTARY
2024-12-02T12:01:00Z,SEDENTARY
2024-12-02T12:02:00Z,SEDENTARY
2024-12-02T12:03:00Z,SEDENTARY
2024-12-02T12:04:00Z,SEDENTARY
2024-12-02T12:05:00Z,SEDENTARY
2024-12-02T12:06:00Z,LIGHTLY_ACTIVE
2024-12-02T12:07:00Z,SEDENTARY
2024-12-02T12:08:00Z,SEDENTARY
2024-12-02T12:09:00Z,SEDENTARY
2024-12-02T12:10:00Z,SEDENTARY
2024-12-02T12:11:00Z,SEDENTARY
2024-12-02T12:12:00Z,SEDENTARY
2024-12-02T12:13:00Z,SEDENTARY
2024-12-02T12:14:00Z,SEDENTARY
2024-12-02T12:15:00Z,SEDENTARY
2024-12-02T12:16:00Z,SEDENTARY
2024-12-02T12:17:00Z,SEDENTARY
2024-12-02T12:18:00Z,SEDENTARY
2024-12-02T12:19:00Z,SEDENTARY
2024-12-02T12:20:00Z,SEDENTARY
2024-12-02T12:21:00Z,SEDENTARY
2024-12-02T12:22:00Z,SEDENTARY
2024-12-02T12:23:00Z,SEDENTARY
2024-12-02T12:24:00Z,SEDENTARY
2024-12-02T12:25:00Z,SEDENTARY
2024-12-02T12:26:00Z,SEDENTARY
2024-12-02T12:27:00Z,LIGHTLY_ACTIVE
2024-12-02T12:28:00Z,LIGHTLY_ACTIVE
2024-12-02T12:29:00Z,SEDENTARY
2024-12-02T12:30:00Z,SEDENTARY
2024-12-02T12:31:00Z,SEDENTARY
2024-12-02T12:32:00Z,SEDENTARY
2024-12-02T12:33:00Z,SEDENTARY
2024-12-02T12:34:00Z,SEDENTARY
2024-12-02T12:35:00Z,SEDENTARY
2024-12-02T12:36:00Z,SEDENTARY
2024-12-02T12:37:00Z,LIGHTLY_ACTIVE
2024-12-02T12:38:00Z,LIGHTLY_ACTIVE
2024-12-02T12:39:00Z,SEDENTARY
2024-12-02T12:41:00Z,SEDENTARY
2024-12-02T12:42:00Z,SEDENTARY
2024-12-02T12:43:00Z,SEDENTARY
2024-12-02T12:44:00Z,SEDENTARY
2024-12-02T12:45:00Z,SEDENTARY
2024-12-02T12:46:00Z,SEDENTARY
2024-12-02T12:47:00Z,SEDENTARY
2024-12-02T12:48:00Z,LIGHTLY_ACTIVE
2024-12-02T12:49:00Z,LIGHTLY_ACTIVE
2024-12-02T12:50:00Z,MODERATELY_ACTIVE
2024-12-02T12:51:00Z,LIGHTLY_ACTIVE
2024-12-02T12:52:00Z,LIGHTLY_ACTIVE
2024-12-02T12:53:00Z,MODERATELY_ACTIVE
2024-12-02T12:54:00Z,LIGHTLY_ACTIVE
2024-12-02T12:55:00Z,MODERATELY_ACTIVE
2024-12-02T12:56:00Z,SEDENTARY
2024-12-02T12:57:00Z,SEDENTARY
2024-12-02T12:58:00Z,SEDENTARY
2024-12-02T12:59:00Z,SEDENTARY
2024-12-02T13:00:00Z,SEDENTARY
2024-12-02T13:01:00Z,SEDENTARY
2024-12-02T13:02:00Z,SEDENTARY
2024-12-02T13:03:00Z,LIGHTLY_ACTIVE
2024-12-02T13:04:00Z,MODERATELY_ACTIVE
2024-12-02T13:05:00Z,LIGHTLY_ACTIVE
2024-12-02T13:06:00Z,LIGHTLY_ACTIVE
2024-12-02T13:07:00Z,SEDENTARY
2024-12-02T13:08:00Z,LIGHTLY_ACTIVE
2024-12-02T13:09:00Z,LIGHTLY_ACTIVE
2024-12-02T13:10:00Z,SEDENTARY
2024-12-02T13:11:00Z,LIGHTLY_ACTIVE
2024-12-02T13:12:00Z,LIGHTLY_ACTIVE
2024-12-02T13:13:00Z,LIGHTLY_ACTIVE
2024-12-02T13:14:00Z,SEDENTARY
2024-12-02T13:15:00Z,LIGHTLY_ACTIVE
2024-12-02T13:16:00Z,MODERATELY_ACTIVE
2024-12-02T13:17:00Z,LIGHTLY_ACTIVE
2024-12-02T13:18:00Z,SEDENTARY
2024-12-02T13:19:00Z,LIGHTLY_ACTIVE
2024-12-02T13:20:00Z,LIGHTLY_ACTIVE
2024-12-02T13:21:00Z,LIGHTLY_ACTIVE
2024-12-02T13:22:00Z,SEDENTARY
2024-12-02T13:23:00Z,LIGHTLY_ACTIVE
2024-12-02T13:24:00Z,LIGHTLY_ACTIVE
2024-12-02T13:25:00Z,LIGHTLY_ACTIVE
2024-12-02T13:26:00Z,LIGHTLY_ACTIVE
2024-12-02T13:27:00Z,LIGHTLY_ACTIVE
2024-12-02T13:28:00Z,LIGHTLY_ACTIVE
2024-12-02T13:29:00Z,MODERATELY_ACTIVE
2024-12-02T13:30:00Z,MODERATELY_ACTIVE
2024-12-02T13:31:00Z,LIGHTLY_ACTIVE
2024-12-02T13:32:00Z,LIGHTLY_ACTIVE
2024-12-02T13:33:00Z,LIGHTLY_ACTIVE
2024-12-02T13:34:00Z,SEDENTARY
2024-12-02T13:35:00Z,SEDENTARY
2024-12-02T13:36:00Z,LIGHTLY_ACTIVE
2024-12-02T13:37:00Z,SEDENTARY
2024-12-02T13:38:00Z,SEDENTARY
2024-12-02T13:39:00Z,SEDENTARY
2024-12-02T13:40:00Z,SEDENTARY
2024-12-02T13:41:00Z,SEDENTARY
2024-12-02T13:42:00Z,LIGHTLY_ACTIVE
2024-12-02T13:43:00Z,LIGHTLY_ACTIVE
2024-12-02T13:44:00Z,LIGHTLY_ACTIVE
2024-12-02T13:45:00Z,SEDENTARY
2024-12-02T13:46:00Z,SEDENTARY
2024-12-02T13:47:00Z,LIGHTLY_ACTIVE
2024-12-02T13:48:00Z,LIGHTLY_ACTIVE
2024-12-02T13:49:00Z,LIGHTLY_ACTIVE
2024-12-02T13:50:00Z,LIGHTLY_ACTIVE
2024-12-02T13:51:00Z,LIGHTLY_ACTIVE
2024-12-02T13:52:00Z,LIGHTLY_ACTIVE
2024-12-02T13:53:00Z,MODERATELY_ACTIVE
2024-12-02T13:54:00Z,MODERATELY_ACTIVE
2024-12-02T13:55:00Z,MODERATELY_ACTIVE
2024-12-02T13:56:00Z,SEDENTARY
2024-12-02T13:57:00Z,SEDENTARY
2024-12-02T13:58:00Z,LIGHTLY_ACTIVE
2024-12-02T13:59:00Z,MODERATELY_ACTIVE
2024-12-02T14:00:00Z,VERY_ACTIVE
2024-12-02T14:01:00Z,SEDENTARY
2024-12-02T14:02:00Z,SEDENTARY
2024-12-02T14:03:00Z,LIGHTLY_ACTIVE
2024-12-02T14:04:00Z,LIGHTLY_ACTIVE
2024-12-02T14:05:00Z,MODERATELY_ACTIVE
2024-12-02T14:06:00Z,SEDENTARY
2024-12-02T14:07:00Z,MODERATELY_ACTIVE
2024-12-02T14:08:00Z,LIGHTLY_ACTIVE
2024-12-02T14:09:00Z,SEDENTARY
2024-12-02T14:10:00Z,LIGHTLY_ACTIVE
2024-12-02T14:11:00Z,MODERATELY_ACTIVE
2024-12-02T14:12:00Z,LIGHTLY_ACTIVE
2024-12-02T14:13:00Z,LIGHTLY_ACTIVE
2024-12-02T14:14:00Z,LIGHTLY_ACTIVE
2024-12-02T14:15:00Z,LIGHTLY_ACTIVE
2024-12-02T14:16:00Z,SEDENTARY
2024-12-02T14:17:00Z,SEDENTARY
2024-12-02T14:18:00Z,SEDENTARY
2024-12-02T14:19:00Z,SEDENTARY
2024-12-02T14:20:00Z,LIGHTLY_ACTIVE
2024-12-02T14:21:00Z,SEDENTARY
2024-12-02T14:22:00Z,SEDENTARY
2024-12-02T14:23:00Z,SEDENTARY
2024-12-02T14:24:00Z,SEDENTARY
2024-12-02T14:25:00Z,SEDENTARY
2024-12-02T14:26:00Z,SEDENTARY
2024-12-02T14:27:00Z,SEDENTARY
2024-12-02T14:28:00Z,SEDENTARY
2024-12-02T14:29:00Z,SEDENTARY
2024-12-02T14:30:00Z,SEDENTARY
2024-12-02T14:31:00Z,SEDENTARY
2024-12-02T14:32:00Z,SEDENTARY
2024-12-02T14:33:00Z,SEDENTARY
2024-12-02T14:34:00Z,SEDENTARY
2024-12-02T14:35:00Z,SEDENTARY
2024-12-02T14:36:00Z,SEDENTARY
2024-12-02T14:37:00Z,SEDENTARY
2024-12-02T14:38:00Z,SEDENTARY
2024-12-02T14:39:00Z,LIGHTLY_ACTIVE
2024-12-02T14:40:00Z,LIGHTLY_ACTIVE
2024-12-02T14:41:00Z,SEDENTARY
2024-12-02T14:42:00Z,SEDENTARY
2024-12-02T14:43:00Z,SEDENTARY
2024-12-02T14:44:00Z,SEDENTARY
2024-12-02T14:45:00Z,SEDENTARY
2024-12-02T14:46:00Z,SEDENTARY
2024-12-02T14:47:00Z,LIGHTLY_ACTIVE
2024-12-02T14:48:00Z,SEDENTARY
2024-12-02T14:51:00Z,SEDENTARY
2024-12-02T14:52:00Z,SEDENTARY
2024-12-02T14:53:00Z,LIGHTLY_ACTIVE
2024-12-02T14:54:00Z,MODERATELY_ACTIVE
2024-12-02T14:55:00Z,SEDENTARY
2024-12-02T14:56:00Z,SEDENTARY
2024-12-02T14:57:00Z,SEDENTARY
2024-12-02T14:58:00Z,SEDENTARY
2024-12-02T14:59:00Z,SEDENTARY
2024-12-02T15:00:00Z,SEDENTARY
2024-12-02T15:01:00Z,SEDENTARY
2024-12-02T15:02:00Z,LIGHTLY_ACTIVE
2024-12-02T15:03:00Z,LIGHTLY_ACTIVE
2024-12-02T15:04:00Z,MODERATELY_ACTIVE
2024-12-02T15:05:00Z,LIGHTLY_ACTIVE
2024-12-02T15:06:00Z,SEDENTARY
2024-12-02T15:07:00Z,LIGHTLY_ACTIVE
2024-12-02T15:08:00Z,SEDENTARY
2024-12-02T15:10:00Z,SEDENTARY
2024-12-02T15:11:00Z,LIGHTLY_ACTIVE
2024-12-02T15:12:00Z,MODERATELY_ACTIVE
2024-12-02T15:13:00Z,LIGHTLY_ACTIVE
2024-12-02T15:14:00Z,SEDENTARY
2024-12-02T15:15:00Z,SEDENTARY
2024-12-02T15:16:00Z,LIGHTLY_ACTIVE
2024-12-02T15:17:00Z,LIGHTLY_ACTIVE
2024-12-02T15:18:00Z,SEDENTARY
2024-12-02T15:19:00Z,SEDENTARY
2024-12-02T15:20:00Z,SEDENTARY
2024-12-02T15:21:00Z,SEDENTARY
2024-12-02T15:22:00Z,SEDENTARY
2024-12-02T15:23:00Z,SEDENTARY
2024-12-02T15:24:00Z,SEDENTARY
2024-12-02T15:25:00Z,SEDENTARY
2024-12-02T15:26:00Z,SEDENTARY
2024-12-02T15:32:00Z,SEDENTARY
2024-12-02T15:34:00Z,SEDENTARY
2024-12-02T15:35:00Z,LIGHTLY_ACTIVE
2024-12-02T15:36:00Z,LIGHTLY_ACTIVE
2024-12-02T15:37:00Z,SEDENTARY
2024-12-02T15:38:00Z,SEDENTARY
2024-12-02T15:39:00Z,SEDENTARY
2024-12-02T15:40:00Z,SEDENTARY
2024-12-02T15:41:00Z,SEDENTARY
2024-12-02T15:42:00Z,SEDENTARY
2024-12-02T15:43:00Z,SEDENTARY
2024-12-02T15:44:00Z,SEDENTARY
2024-12-02T15:45:00Z,SEDENTARY
2024-12-02T15:46:00Z,SEDENTARY
2024-12-02T15:47:00Z,SEDENTARY
2024-12-02T15:48:00Z,SEDENTARY
2024-12-02T15:49:00Z,SEDENTARY
2024-12-02T15:50:00Z,LIGHTLY_ACTIVE
2024-12-02T15:51:00Z,LIGHTLY_ACTIVE
2024-12-02T15:52:00Z,MODERATELY_ACTIVE
2024-12-02T15:53:00Z,SEDENTARY
2024-12-02T15:54:00Z,SEDENTARY
2024-12-02T15:55:00Z,SEDENTARY
2024-12-02T15:56:00Z,SEDENTARY
2024-12-02T15:57:00Z,SEDENTARY
2024-12-02T15:58:00Z,SEDENTARY
2024-12-02T15:59:00Z,SEDENTARY
2024-12-02T16:00:00Z,SEDENTARY
2024-12-02T16:01:00Z,SEDENTARY
2024-12-02T16:02:00Z,LIGHTLY_ACTIVE
2024-12-02T16:03:00Z,MODERATELY_ACTIVE
2024-12-02T16:04:00Z,SEDENTARY
2024-12-02T16:05:00Z,LIGHTLY_ACTIVE
2024-12-02T16:06:00Z,MODERATELY_ACTIVE
2024-12-02T16:07:00Z,MODERATELY_ACTIVE
2024-12-02T16:08:00Z,SEDENTARY
2024-12-02T16:09:00Z,SEDENTARY
2024-12-02T16:10:00Z,SEDENTARY
2024-12-02T16:11:00Z,LIGHTLY_ACTIVE
2024-12-02T16:12:00Z,SEDENTARY
2024-12-02T16:13:00Z,SEDENTARY
2024-12-02T16:14:00Z,SEDENTARY
2024-12-02T16:15:00Z,SEDENTARY
2024-12-02T16:16:00Z,SEDENTARY
2024-12-02T16:17:00Z,SEDENTARY
2024-12-02T16:18:00Z,SEDENTARY
2024-12-02T16:19:00Z,SEDENTARY
2024-12-02T16:20:00Z,SEDENTARY
2024-12-02T16:21:00Z,SEDENTARY
2024-12-02T16:22:00Z,SEDENTARY
2024-12-02T16:23:00Z,SEDENTARY
2024-12-02T16:24:00Z,SEDENTARY
2024-12-02T16:25:00Z,SEDENTARY
2024-12-02T16:26:00Z,SEDENTARY
2024-12-02T16:27:00Z,SEDENTARY
2024-12-02T16:28:00Z,LIGHTLY_ACTIVE
2024-12-02T16:29:00Z,LIGHTLY_ACTIVE
2024-12-02T16:30:00Z,SEDENTARY
2024-12-02T16:31:00Z,SEDENTARY
2024-12-02T16:32:00Z,SEDENTARY
2024-12-02T16:33:00Z,SEDENTARY
2024-12-02T16:34:00Z,SEDENTARY
2024-12-02T16:35:00Z,SEDENTARY
2024-12-02T16:36:00Z,SEDENTARY
2024-12-02T16:37:00Z,SEDENTARY
2024-12-02T16:38:00Z,SEDENTARY
2024-12-02T16:39:00Z,SEDENTARY
2024-12-02T16:40:00Z,SEDENTARY
2024-12-02T16:41:00Z,SEDENTARY
2024-12-02T16:42:00Z,SEDENTARY
2024-12-02T16:43:00Z,SEDENTARY
2024-12-02T16:44:00Z,SEDENTARY
2024-12-02T16:45:00Z,SEDENTARY
2024-12-02T16:46:00Z,SEDENTARY
2024-12-02T16:47:00Z,SEDENTARY
2024-12-02T16:48:00Z,SEDENTARY
2024-12-02T16:49:00Z,SEDENTARY
2024-12-02T16:50:00Z,SEDENTARY
2024-12-02T16:51:00Z,SEDENTARY
2024-12-02T16:52:00Z,SEDENTARY
2024-12-02T16:53:00Z,LIGHTLY_ACTIVE
2024-12-02T16:54:00Z,LIGHTLY_ACTIVE
2024-12-02T16:55:00Z,SEDENTARY
2024-12-02T16:56:00Z,SEDENTARY
2024-12-02T16:57:00Z,SEDENTARY
2024-12-02T16:58:00Z,SEDENTARY
2024-12-02T16:59:00Z,SEDENTARY
2024-12-02T17:00:00Z,SEDENTARY
2024-12-02T17:01:00Z,SEDENTARY
2024-12-02T17:02:00Z,SEDENTARY
2024-12-02T17:03:00Z,MODERATELY_ACTIVE
2024-12-02T17:04:00Z,SEDENTARY
2024-12-02T17:05:00Z,SEDENTARY
2024-12-02T17:06:00Z,SEDENTARY
2024-12-02T17:07:00Z,LIGHTLY_ACTIVE
2024-12-02T17:08:00Z,MODERATELY_ACTIVE
2024-12-02T17:09:00Z,SEDENTARY
2024-12-02T17:10:00Z,SEDENTARY
2024-12-02T17:11:00Z,SEDENTARY
2024-12-02T17:12:00Z,SEDENTARY
2024-12-02T17:13:00Z,SEDENTARY
2024-12-02T17:14:00Z,LIGHTLY_ACTIVE
2024-12-02T17:15:00Z,LIGHTLY_ACTIVE
2024-12-02T17:16:00Z,SEDENTARY
2024-12-02T17:17:00Z,SEDENTARY
2024-12-02T17:18:00Z,SEDENTARY
2024-12-02T17:19:00Z,SEDENTARY
2024-12-02T17:20:00Z,SEDENTARY
2024-12-02T17:21:00Z,SEDENTARY
2024-12-02T17:22:00Z,SEDENTARY
2024-12-02T17:23:00Z,SEDENTARY
2024-12-02T17:24:00Z,LIGHTLY_ACTIVE
2024-12-02T17:25:00Z,SEDENTARY
2024-12-02T17:26:00Z,SEDENTARY
2024-12-02T17:27:00Z,SEDENTARY
2024-12-02T17:28:00Z,SEDENTARY
2024-12-02T17:29:00Z,SEDENTARY
2024-12-02T17:30:00Z,SEDENTARY
2024-12-02T17:31:00Z,SEDENTARY
2024-12-02T17:32:00Z,SEDENTARY
2024-12-02T17:33:00Z,SEDENTARY
2024-12-02T17:34:00Z,SEDENTARY
2024-12-02T17:35:00Z,SEDENTARY
2024-12-02T17:36:00Z,SEDENTARY
2024-12-02T17:37:00Z,SEDENTARY
2024-12-02T17:38:00Z,SEDENTARY
2024-12-02T17:39:00Z,SEDENTARY
2024-12-02T17:40:00Z,SEDENTARY
2024-12-02T17:41:00Z,SEDENTARY
2024-12-02T17:42:00Z,LIGHTLY_ACTIVE
2024-12-02T17:43:00Z,SEDENTARY
2024-12-02T17:44:00Z,SEDENTARY
2024-12-02T17:45:00Z,SEDENTARY
2024-12-02T17:46:00Z,LIGHTLY_ACTIVE
2024-12-02T17:47:00Z,SEDENTARY
2024-12-02T17:48:00Z,SEDENTARY
2024-12-02T17:49:00Z,SEDENTARY
2024-12-02T17:50:00Z,SEDENTARY
2024-12-02T17:51:00Z,SEDENTARY
2024-12-02T17:52:00Z,SEDENTARY
2024-12-02T17:53:00Z,SEDENTARY
2024-12-02T17:55:00Z,SEDENTARY
2024-12-02T17:57:00Z,SEDENTARY
2024-12-02T17:58:00Z,SEDENTARY
2024-12-02T17:59:00Z,SEDENTARY
2024-12-02T18:00:00Z,SEDENTARY
2024-12-02T18:01:00Z,SEDENTARY
2024-12-02T18:02:00Z,SEDENTARY
2024-12-02T18:03:00Z,SEDENTARY
2024-12-02T18:04:00Z,SEDENTARY
2024-12-02T18:05:00Z,SEDENTARY
2024-12-02T18:06:00Z,SEDENTARY
2024-12-02T18:07:00Z,SEDENTARY
2024-12-02T18:08:00Z,SEDENTARY
2024-12-02T18:09:00Z,SEDENTARY
2024-12-02T18:10:00Z,SEDENTARY
2024-12-02T18:11:00Z,SEDENTARY
2024-12-02T18:12:00Z,SEDENTARY
2024-12-02T18:13:00Z,SEDENTARY
2024-12-02T18:14:00Z,SEDENTARY
2024-12-02T18:15:00Z,SEDENTARY
2024-12-02T18:16:00Z,SEDENTARY
2024-12-02T18:17:00Z,SEDENTARY
2024-12-02T18:18:00Z,SEDENTARY
2024-12-02T18:19:00Z,SEDENTARY
2024-12-02T18:20:00Z,LIGHTLY_ACTIVE
2024-12-02T18:21:00Z,LIGHTLY_ACTIVE
2024-12-02T18:23:00Z,SEDENTARY
2024-12-02T18:24:00Z,SEDENTARY
2024-12-02T18:25:00Z,SEDENTARY
2024-12-02T18:26:00Z,SEDENTARY
2024-12-02T18:27:00Z,SEDENTARY
2024-12-02T18:28:00Z,SEDENTARY
2024-12-02T18:29:00Z,SEDENTARY
2024-12-02T18:30:00Z,SEDENTARY
2024-12-02T18:31:00Z,SEDENTARY
2024-12-02T18:38:00Z,SEDENTARY
2024-12-02T18:39:00Z,SEDENTARY
2024-12-02T18:46:00Z,SEDENTARY
2024-12-02T18:48:00Z,SEDENTARY
2024-12-02T18:49:00Z,SEDENTARY
2024-12-02T18:51:00Z,SEDENTARY
2024-12-02T18:53:00Z,SEDENTARY
2024-12-02T18:54:00Z,SEDENTARY
2024-12-02T18:55:00Z,SEDENTARY
2024-12-02T18:57:00Z,SEDENTARY
2024-12-02T18:58:00Z,SEDENTARY
2024-12-02T18:59:00Z,LIGHTLY_ACTIVE
2024-12-02T19:00:00Z,LIGHTLY_ACTIVE
2024-12-02T19:01:00Z,SEDENTARY
2024-12-02T19:02:00Z,SEDENTARY
2024-12-02T19:03:00Z,SEDENTARY
2024-12-02T19:04:00Z,SEDENTARY
2024-12-02T19:05:00Z,SEDENTARY
2024-12-02T19:06:00Z,SEDENTARY
2024-12-02T19:07:00Z,SEDENTARY
2024-12-02T19:08:00Z,SEDENTARY
2024-12-02T19:09:00Z,SEDENTARY
2024-12-02T19:10:00Z,SEDENTARY
2024-12-02T19:11:00Z,SEDENTARY
2024-12-02T19:12:00Z,LIGHTLY_ACTIVE
2024-12-02T19:13:00Z,MODERATELY_ACTIVE
2024-12-02T19:14:00Z,LIGHTLY_ACTIVE
2024-12-02T19:15:00Z,SEDENTARY
